Start time: 2023-06-30 14:44:37.408293
torch.Size([512, 10]) torch.Size([512, 1])
Sequential(
  (0): Linear(in_features=10, out_features=512, bias=True)
  (1): LeakyReLU(negative_slope=0.05)
  (2): Sequential(
    (0): Linear(in_features=512, out_features=512, bias=True)
    (1): LeakyReLU(negative_slope=0.05)
  )
  (3): Sequential(
    (0): Linear(in_features=512, out_features=512, bias=True)
    (1): LeakyReLU(negative_slope=0.05)
  )
  (4): Linear(in_features=512, out_features=1, bias=True)
)
Using device: cuda:0
===== Training profile tensin-3x512-s003 - 1 =====
[0:00:27.549447] epoch: 0 | elbo: 461011026.55999994 | train_rmse: 8.8976 | val_rmse: 8.8646 | val_ll: -6110.4692
[4:25:47.431838] epoch: 5850 | elbo: 811918.483125 | train_rmse: 0.0436 | val_rmse: 0.7511 | val_ll: -16.086
[4:27:23.868337] epoch: 5900 | elbo: 806062.9031250001 | train_rmse: 0.0441 | val_rmse: 0.7532 | val_ll: -15.9728
[4:29:00.137726] epoch: 5950 | elbo: 798133.455625 | train_rmse: 0.0414 | val_rmse: 0.7513 | val_ll: -16.1164
[4:30:36.515656] epoch: 6000 | elbo: 791459.2900000002 | train_rmse: 0.0433 | val_rmse: 0.7514 | val_ll: -16.3981
[4:32:12.363060] epoch: 6050 | elbo: 785572.933125 | train_rmse: 0.0436 | val_rmse: 0.7524 | val_ll: -16.4727
[4:33:47.062948] epoch: 6100 | elbo: 779088.29125 | train_rmse: 0.0438 | val_rmse: 0.7513 | val_ll: -16.638
[4:35:21.728665] epoch: 6150 | elbo: 774891.838125 | train_rmse: 0.0429 | val_rmse: 0.7507 | val_ll: -16.9737
[4:36:56.343877] epoch: 6200 | elbo: 768299.178125 | train_rmse: 0.043 | val_rmse: 0.7515 | val_ll: -17.0584
[4:38:31.025910] epoch: 6250 | elbo: 763372.3524999999 | train_rmse: 0.04 | val_rmse: 0.7522 | val_ll: -16.9081
[4:40:07.447003] epoch: 6300 | elbo: 758214.6937499999 | train_rmse: 0.0408 | val_rmse: 0.7512 | val_ll: -17.0421
[4:41:43.300424] epoch: 6350 | elbo: 751150.03 | train_rmse: 0.0426 | val_rmse: 0.7516 | val_ll: -17.2034
[4:43:18.579492] epoch: 6400 | elbo: 747990.2825 | train_rmse: 0.0416 | val_rmse: 0.7507 | val_ll: -17.2715
[4:44:52.000958] epoch: 6450 | elbo: 743447.7887500001 | train_rmse: 0.0425 | val_rmse: 0.7533 | val_ll: -17.3192
[4:46:25.569337] epoch: 6500 | elbo: 737014.495 | train_rmse: 0.0411 | val_rmse: 0.7504 | val_ll: -17.1534
[4:47:59.497408] epoch: 6550 | elbo: 734967.7918749999 | train_rmse: 0.0455 | val_rmse: 0.7507 | val_ll: -17.361
[4:49:33.977761] epoch: 6600 | elbo: 726964.7268749999 | train_rmse: 0.0386 | val_rmse: 0.7493 | val_ll: -17.8862
[4:51:08.426224] epoch: 6650 | elbo: 724583.2362500001 | train_rmse: 0.0445 | val_rmse: 0.7511 | val_ll: -17.6939
[4:52:43.435825] epoch: 6700 | elbo: 718726.4299999999 | train_rmse: 0.0432 | val_rmse: 0.7518 | val_ll: -18.0077
[4:54:18.629259] epoch: 6750 | elbo: 718354.5543749998 | train_rmse: 0.0448 | val_rmse: 0.7495 | val_ll: -17.5803
[4:55:54.058475] epoch: 6800 | elbo: 711552.5543750001 | train_rmse: 0.0401 | val_rmse: 0.7505 | val_ll: -17.6442
[4:57:31.156261] epoch: 6850 | elbo: 707504.4925 | train_rmse: 0.0429 | val_rmse: 0.749 | val_ll: -18.1179
[4:59:07.670908] epoch: 6900 | elbo: 703415.9043749999 | train_rmse: 0.0385 | val_rmse: 0.748 | val_ll: -18.2798
[5:00:44.379068] epoch: 6950 | elbo: 700240.4075 | train_rmse: 0.0403 | val_rmse: 0.7486 | val_ll: -18.2485
[5:02:19.660833] epoch: 7000 | elbo: 695860.9750000001 | train_rmse: 0.0393 | val_rmse: 0.7506 | val_ll: -18.3485
[5:03:54.160308] epoch: 7050 | elbo: 691287.8712500001 | train_rmse: 0.0399 | val_rmse: 0.75 | val_ll: -18.4108
[5:05:28.124974] epoch: 7100 | elbo: 689720.161875 | train_rmse: 0.0409 | val_rmse: 0.7494 | val_ll: -18.6989
[5:07:01.863120] epoch: 7150 | elbo: 684822.6831250001 | train_rmse: 0.0441 | val_rmse: 0.7495 | val_ll: -18.6217
[5:08:35.337075] epoch: 7200 | elbo: 684602.1156249999 | train_rmse: 0.0607 | val_rmse: 0.7507 | val_ll: -18.9107
[5:10:08.916542] epoch: 7250 | elbo: 677655.5381250001 | train_rmse: 0.0417 | val_rmse: 0.7483 | val_ll: -18.7498
[5:11:43.214888] epoch: 7300 | elbo: 674466.20625 | train_rmse: 0.0492 | val_rmse: 0.7509 | val_ll: -18.977
[5:13:18.888064] epoch: 7350 | elbo: 672003.74 | train_rmse: 0.0384 | val_rmse: 0.7483 | val_ll: -18.9804
[5:14:56.372416] epoch: 7400 | elbo: 666231.86375 | train_rmse: 0.0388 | val_rmse: 0.7493 | val_ll: -18.9563
[5:16:30.749748] epoch: 7450 | elbo: 664785.6 | train_rmse: 0.0418 | val_rmse: 0.7477 | val_ll: -19.0575
[5:18:05.776183] epoch: 7500 | elbo: 661064.7568749998 | train_rmse: 0.0457 | val_rmse: 0.7491 | val_ll: -19.6777
[5:19:41.132595] epoch: 7550 | elbo: 658706.63375 | train_rmse: 0.0429 | val_rmse: 0.7502 | val_ll: -19.3412
[5:21:15.421803] epoch: 7600 | elbo: 656119.7262500001 | train_rmse: 0.048 | val_rmse: 0.7492 | val_ll: -19.2148
[5:22:48.946563] epoch: 7650 | elbo: 654670.795625 | train_rmse: 0.0443 | val_rmse: 0.7482 | val_ll: -19.1665
[5:24:23.077242] epoch: 7700 | elbo: 646658.6581249998 | train_rmse: 0.0409 | val_rmse: 0.7485 | val_ll: -19.4197
[5:25:56.539027] epoch: 7750 | elbo: 645918.539375 | train_rmse: 0.0419 | val_rmse: 0.7482 | val_ll: -19.6227
[5:27:34.776771] epoch: 7800 | elbo: 642681.2125000001 | train_rmse: 0.0407 | val_rmse: 0.748 | val_ll: -19.8283
[5:29:09.714177] epoch: 7850 | elbo: 639837.913125 | train_rmse: 0.0408 | val_rmse: 0.7489 | val_ll: -19.9467
[5:30:45.064035] epoch: 7900 | elbo: 635771.463125 | train_rmse: 0.0394 | val_rmse: 0.7478 | val_ll: -19.9303
[5:32:22.250865] epoch: 7950 | elbo: 633519.91875 | train_rmse: 0.0368 | val_rmse: 0.7487 | val_ll: -20.1731
[5:33:58.868564] epoch: 8000 | elbo: 631051.2106249998 | train_rmse: 0.0443 | val_rmse: 0.7475 | val_ll: -20.3507
[5:35:35.021726] epoch: 8050 | elbo: 628132.0225000001 | train_rmse: 0.0394 | val_rmse: 0.7474 | val_ll: -20.348
[5:37:11.706390] epoch: 8100 | elbo: 626327.908125 | train_rmse: 0.0368 | val_rmse: 0.7465 | val_ll: -20.5919
[5:38:47.747993] epoch: 8150 | elbo: 621477.2518750001 | train_rmse: 0.0365 | val_rmse: 0.7477 | val_ll: -20.3481
[5:40:23.793839] epoch: 8200 | elbo: 619176.4637499999 | train_rmse: 0.0404 | val_rmse: 0.7476 | val_ll: -20.6805
[5:42:00.266132] epoch: 8250 | elbo: 617438.093125 | train_rmse: 0.0429 | val_rmse: 0.747 | val_ll: -20.7313
[5:43:36.124060] epoch: 8300 | elbo: 614595.6462500001 | train_rmse: 0.044 | val_rmse: 0.7465 | val_ll: -20.8169
[5:45:12.118727] epoch: 8350 | elbo: 613089.44375 | train_rmse: 0.0395 | val_rmse: 0.7469 | val_ll: -21.0126
[5:46:48.911442] epoch: 8400 | elbo: 610629.845 | train_rmse: 0.0456 | val_rmse: 0.7465 | val_ll: -21.595
[5:48:24.829582] epoch: 8450 | elbo: 608190.38875 | train_rmse: 0.0433 | val_rmse: 0.7462 | val_ll: -21.1931
[5:50:01.225478] epoch: 8500 | elbo: 603203.3356250001 | train_rmse: 0.0439 | val_rmse: 0.7472 | val_ll: -21.4911
[5:51:39.060345] epoch: 8550 | elbo: 601193.7350000001 | train_rmse: 0.0392 | val_rmse: 0.7459 | val_ll: -21.1584
[5:53:15.320526] epoch: 8600 | elbo: 600231.129375 | train_rmse: 0.0383 | val_rmse: 0.7458 | val_ll: -21.0889
[5:54:51.917937] epoch: 8650 | elbo: 596418.1943750001 | train_rmse: 0.0409 | val_rmse: 0.7466 | val_ll: -21.4524
[5:56:27.389288] epoch: 8700 | elbo: 596179.3424999999 | train_rmse: 0.0429 | val_rmse: 0.7474 | val_ll: -21.6535
[5:58:03.883614] epoch: 8750 | elbo: 592139.225 | train_rmse: 0.0412 | val_rmse: 0.746 | val_ll: -21.3647
[5:59:39.623440] epoch: 8800 | elbo: 590618.49 | train_rmse: 0.0418 | val_rmse: 0.7462 | val_ll: -21.6892
[6:01:14.192335] epoch: 8850 | elbo: 590036.0112500001 | train_rmse: 0.0426 | val_rmse: 0.7467 | val_ll: -21.4955
[6:02:48.442970] epoch: 8900 | elbo: 584264.474375 | train_rmse: 0.038 | val_rmse: 0.7465 | val_ll: -21.8307
[6:04:21.480943] epoch: 8950 | elbo: 581792.1324999998 | train_rmse: 0.039 | val_rmse: 0.7461 | val_ll: -21.9032
[6:05:55.532515] epoch: 9000 | elbo: 579969.1568750001 | train_rmse: 0.0382 | val_rmse: 0.7456 | val_ll: -22.2414
[6:07:30.387975] epoch: 9050 | elbo: 578691.00125 | train_rmse: 0.0409 | val_rmse: 0.7472 | val_ll: -22.5153
[6:09:05.394344] epoch: 9100 | elbo: 575967.2737500002 | train_rmse: 0.0421 | val_rmse: 0.7452 | val_ll: -22.2341
[6:10:41.763379] epoch: 9150 | elbo: 573584.398125 | train_rmse: 0.0417 | val_rmse: 0.7453 | val_ll: -22.1969
[6:12:15.199479] epoch: 9200 | elbo: 574832.26625 | train_rmse: 0.0396 | val_rmse: 0.7463 | val_ll: -22.3885
[6:13:49.627845] epoch: 9250 | elbo: 568637.9475 | train_rmse: 0.0401 | val_rmse: 0.746 | val_ll: -22.5981
[6:15:28.210573] epoch: 9300 | elbo: 566657.6006249998 | train_rmse: 0.0378 | val_rmse: 0.7473 | val_ll: -22.602
[6:17:05.348234] epoch: 9350 | elbo: 564797.0343749998 | train_rmse: 0.036 | val_rmse: 0.7459 | val_ll: -22.3884
[6:18:41.300901] epoch: 9400 | elbo: 564271.3725 | train_rmse: 0.0402 | val_rmse: 0.747 | val_ll: -22.8119
[6:20:14.966878] epoch: 9450 | elbo: 562062.9793750001 | train_rmse: 0.035 | val_rmse: 0.7469 | val_ll: -22.8038
[6:21:49.455781] epoch: 9500 | elbo: 559120.6562499999 | train_rmse: 0.0391 | val_rmse: 0.7463 | val_ll: -23.134
[6:23:23.538637] epoch: 9550 | elbo: 557634.0406249999 | train_rmse: 0.0378 | val_rmse: 0.7464 | val_ll: -22.643
[6:24:58.069046] epoch: 9600 | elbo: 554263.119375 | train_rmse: 0.0326 | val_rmse: 0.746 | val_ll: -22.8879
