Start time: 2023-06-30 14:44:40.288486
torch.Size([512, 10]) torch.Size([512, 1])
Sequential(
  (0): Linear(in_features=10, out_features=512, bias=True)
  (1): LeakyReLU(negative_slope=0.05)
  (2): Sequential(
    (0): Linear(in_features=512, out_features=512, bias=True)
    (1): LeakyReLU(negative_slope=0.05)
  )
  (3): Sequential(
    (0): Linear(in_features=512, out_features=512, bias=True)
    (1): LeakyReLU(negative_slope=0.05)
  )
  (4): Linear(in_features=512, out_features=1, bias=True)
)
Using device: cuda:2
===== Training profile tensin-3x512-s3 - 1 =====
[0:00:27.099767] epoch: 0 | elbo: 2248188.2749999994 | train_rmse: 8.8978 | val_rmse: 8.8648 | val_ll: -5.6567
[1:37:21.444879] epoch: 800 | elbo: 1354851.3175000001 | train_rmse: 0.8487 | val_rmse: 1.0881 | val_ll: -2.1841
[1:41:28.656075] epoch: 850 | elbo: 1302106.7637499995 | train_rmse: 0.8781 | val_rmse: 1.11 | val_ll: -2.193
[1:44:30.797114] epoch: 900 | elbo: 1249477.45125 | train_rmse: 0.9322 | val_rmse: 1.1534 | val_ll: -2.203
[1:46:51.283500] epoch: 950 | elbo: 1196925.0125000002 | train_rmse: 0.9805 | val_rmse: 1.1834 | val_ll: -2.2164
[1:49:05.659180] epoch: 1000 | elbo: 1144509.7312499997 | train_rmse: 1.0514 | val_rmse: 1.2418 | val_ll: -2.2281
[1:51:23.924064] epoch: 1050 | elbo: 1092164.27875 | train_rmse: 1.1145 | val_rmse: 1.3005 | val_ll: -2.2394
[1:53:40.170957] epoch: 1100 | elbo: 1039922.79 | train_rmse: 1.1902 | val_rmse: 1.3652 | val_ll: -2.2531
[1:55:51.001109] epoch: 1150 | elbo: 987883.4268749999 | train_rmse: 1.2628 | val_rmse: 1.418 | val_ll: -2.2679
[1:57:53.505051] epoch: 1200 | elbo: 936034.1087499999 | train_rmse: 1.3217 | val_rmse: 1.4674 | val_ll: -2.2815
[1:59:41.444150] epoch: 1250 | elbo: 884387.45875 | train_rmse: 1.3932 | val_rmse: 1.5293 | val_ll: -2.2925
[2:01:17.127447] epoch: 1300 | elbo: 832903.4287500001 | train_rmse: 1.468 | val_rmse: 1.5977 | val_ll: -2.3057
[2:02:52.936486] epoch: 1350 | elbo: 781799.069375 | train_rmse: 1.5507 | val_rmse: 1.6788 | val_ll: -2.3185
[2:04:28.171899] epoch: 1400 | elbo: 730865.6700000002 | train_rmse: 1.6142 | val_rmse: 1.7219 | val_ll: -2.3272
[2:06:04.058689] epoch: 1450 | elbo: 680413.7493749999 | train_rmse: 1.6858 | val_rmse: 1.7907 | val_ll: -2.3395
[2:07:38.854375] epoch: 1500 | elbo: 630347.0274999999 | train_rmse: 1.7526 | val_rmse: 1.8472 | val_ll: -2.3504
[2:09:14.664071] epoch: 1550 | elbo: 580774.6093749998 | train_rmse: 1.8305 | val_rmse: 1.9165 | val_ll: -2.3602
[2:10:50.460973] epoch: 1600 | elbo: 531950.549375 | train_rmse: 1.9009 | val_rmse: 1.979 | val_ll: -2.3741
[2:12:24.354543] epoch: 1650 | elbo: 483795.56781249994 | train_rmse: 1.9632 | val_rmse: 2.0407 | val_ll: -2.3838
[2:13:59.200520] epoch: 1700 | elbo: 436651.15031249996 | train_rmse: 2.0441 | val_rmse: 2.1081 | val_ll: -2.3946
[2:15:34.548929] epoch: 1750 | elbo: 390713.4040625 | train_rmse: 2.1172 | val_rmse: 2.1763 | val_ll: -2.4084
[2:17:10.645511] epoch: 1800 | elbo: 346050.4028125 | train_rmse: 2.1694 | val_rmse: 2.2232 | val_ll: -2.4191
[2:18:45.903642] epoch: 1850 | elbo: 303008.943125 | train_rmse: 2.2362 | val_rmse: 2.2927 | val_ll: -2.4299
[2:20:20.383655] epoch: 1900 | elbo: 261916.85109374998 | train_rmse: 2.295 | val_rmse: 2.3459 | val_ll: -2.4427
[2:21:55.918054] epoch: 1950 | elbo: 223202.44562500002 | train_rmse: 2.3753 | val_rmse: 2.4133 | val_ll: -2.4551
[2:23:31.004227] epoch: 2000 | elbo: 187087.8425 | train_rmse: 2.4053 | val_rmse: 2.4631 | val_ll: -2.4607
[2:25:06.111744] epoch: 2050 | elbo: 154368.36390625004 | train_rmse: 2.466 | val_rmse: 2.5133 | val_ll: -2.4728
[2:26:41.720836] epoch: 2100 | elbo: 125120.35679687498 | train_rmse: 2.5054 | val_rmse: 2.553 | val_ll: -2.4811
[2:28:16.962320] epoch: 2150 | elbo: 100131.29046875 | train_rmse: 2.5513 | val_rmse: 2.5947 | val_ll: -2.4873
[2:29:52.893461] epoch: 2200 | elbo: 79876.77859375 | train_rmse: 2.6067 | val_rmse: 2.6285 | val_ll: -2.4928
[2:31:27.772576] epoch: 2250 | elbo: 64781.7365234375 | train_rmse: 2.6207 | val_rmse: 2.6527 | val_ll: -2.4942
[2:33:07.105688] epoch: 2300 | elbo: 54594.627070312505 | train_rmse: 2.6191 | val_rmse: 2.6505 | val_ll: -2.4916
[2:34:45.626482] epoch: 2350 | elbo: 49126.3426953125 | train_rmse: 2.6075 | val_rmse: 2.6384 | val_ll: -2.4891
[2:36:23.434618] epoch: 2400 | elbo: 46745.23890625001 | train_rmse: 2.563 | val_rmse: 2.5851 | val_ll: -2.4751
[2:38:00.290482] epoch: 2450 | elbo: 45886.835468749996 | train_rmse: 2.5226 | val_rmse: 2.5571 | val_ll: -2.4673
[2:39:37.787813] epoch: 2500 | elbo: 45210.535234375 | train_rmse: 2.4724 | val_rmse: 2.504 | val_ll: -2.4551
[2:41:17.422916] epoch: 2550 | elbo: 44807.42250000001 | train_rmse: 2.4342 | val_rmse: 2.4607 | val_ll: -2.4436
[2:42:53.575789] epoch: 2600 | elbo: 44363.093554687504 | train_rmse: 2.3734 | val_rmse: 2.4147 | val_ll: -2.433
[2:44:28.027605] epoch: 2650 | elbo: 43956.155156249995 | train_rmse: 2.3431 | val_rmse: 2.3685 | val_ll: -2.429
[2:46:04.016292] epoch: 2700 | elbo: 43705.269921875006 | train_rmse: 2.3021 | val_rmse: 2.3351 | val_ll: -2.418
[2:47:41.070521] epoch: 2750 | elbo: 43458.78320312501 | train_rmse: 2.2721 | val_rmse: 2.3008 | val_ll: -2.4103
[2:49:16.734738] epoch: 2800 | elbo: 43140.016015625006 | train_rmse: 2.2522 | val_rmse: 2.2807 | val_ll: -2.4057
[2:50:52.368707] epoch: 2850 | elbo: 42997.7808984375 | train_rmse: 2.1961 | val_rmse: 2.24 | val_ll: -2.3987
[2:52:28.307944] epoch: 2900 | elbo: 42732.38453125 | train_rmse: 2.2053 | val_rmse: 2.2457 | val_ll: -2.3932
[2:54:04.717617] epoch: 2950 | elbo: 42613.21265625 | train_rmse: 2.1793 | val_rmse: 2.2155 | val_ll: -2.3877
[2:55:43.065493] epoch: 3000 | elbo: 42305.8004296875 | train_rmse: 2.1346 | val_rmse: 2.1941 | val_ll: -2.3864
[2:57:19.992953] epoch: 3050 | elbo: 42187.7926953125 | train_rmse: 2.1275 | val_rmse: 2.1815 | val_ll: -2.384
[2:58:58.619060] epoch: 3100 | elbo: 42007.67187499999 | train_rmse: 2.1057 | val_rmse: 2.1522 | val_ll: -2.378
[3:00:36.530278] epoch: 3150 | elbo: 41828.315234375 | train_rmse: 2.0896 | val_rmse: 2.1354 | val_ll: -2.3738
[3:02:15.059104] epoch: 3200 | elbo: 41708.92019531251 | train_rmse: 2.0976 | val_rmse: 2.1484 | val_ll: -2.3712
[3:03:53.552593] epoch: 3250 | elbo: 41491.1747265625 | train_rmse: 2.0641 | val_rmse: 2.0981 | val_ll: -2.3671
[3:05:31.468958] epoch: 3300 | elbo: 41446.88882812501 | train_rmse: 2.0232 | val_rmse: 2.0701 | val_ll: -2.3625
[3:07:09.596971] epoch: 3350 | elbo: 41371.598906249994 | train_rmse: 2.0579 | val_rmse: 2.0928 | val_ll: -2.3593
[3:08:46.436131] epoch: 3400 | elbo: 41171.8644140625 | train_rmse: 1.9894 | val_rmse: 2.0505 | val_ll: -2.3605
[3:10:25.099280] epoch: 3450 | elbo: 41023.5344921875 | train_rmse: 1.985 | val_rmse: 2.0397 | val_ll: -2.3548
[3:12:03.785052] epoch: 3500 | elbo: 40993.90718749999 | train_rmse: 2.0219 | val_rmse: 2.0661 | val_ll: -2.3539
[3:13:41.251129] epoch: 3550 | elbo: 40831.508046874995 | train_rmse: 1.9592 | val_rmse: 2.0118 | val_ll: -2.3495
[3:15:18.137974] epoch: 3600 | elbo: 40702.769687500004 | train_rmse: 1.9524 | val_rmse: 2.0063 | val_ll: -2.3486
[3:16:57.212518] epoch: 3650 | elbo: 40602.469375 | train_rmse: 1.9323 | val_rmse: 1.9958 | val_ll: -2.3439
[3:18:34.672016] epoch: 3700 | elbo: 40510.823125 | train_rmse: 1.9177 | val_rmse: 1.9722 | val_ll: -2.3437
[3:20:11.206041] epoch: 3750 | elbo: 40420.745546875 | train_rmse: 1.9223 | val_rmse: 1.9831 | val_ll: -2.3405
[3:21:50.135483] epoch: 3800 | elbo: 40330.662695312494 | train_rmse: 1.8854 | val_rmse: 1.9334 | val_ll: -2.3367
[3:23:28.487294] epoch: 3850 | elbo: 40270.84078124999 | train_rmse: 1.8822 | val_rmse: 1.9408 | val_ll: -2.3361
[3:25:07.069941] epoch: 3900 | elbo: 40199.7361328125 | train_rmse: 1.8637 | val_rmse: 1.9175 | val_ll: -2.3339
[3:26:44.193567] epoch: 3950 | elbo: 40121.494648437496 | train_rmse: 1.8445 | val_rmse: 1.8953 | val_ll: -2.3318
[3:28:22.134916] epoch: 4000 | elbo: 40029.314960937496 | train_rmse: 1.8287 | val_rmse: 1.878 | val_ll: -2.3304
[3:30:01.118523] epoch: 4050 | elbo: 39973.523320312495 | train_rmse: 1.8508 | val_rmse: 1.8983 | val_ll: -2.3286
[3:31:37.555626] epoch: 4100 | elbo: 39874.897734374994 | train_rmse: 1.8177 | val_rmse: 1.87 | val_ll: -2.3257
[3:33:13.837310] epoch: 4150 | elbo: 39825.91148437501 | train_rmse: 1.8334 | val_rmse: 1.8752 | val_ll: -2.3264
[3:34:49.359363] epoch: 4200 | elbo: 39818.38773437501 | train_rmse: 1.8078 | val_rmse: 1.8497 | val_ll: -2.3233
[3:36:24.092630] epoch: 4250 | elbo: 39652.5878125 | train_rmse: 1.8181 | val_rmse: 1.8726 | val_ll: -2.3219
[3:38:00.141674] epoch: 4300 | elbo: 39649.6623828125 | train_rmse: 1.8081 | val_rmse: 1.8624 | val_ll: -2.322
[3:39:36.586221] epoch: 4350 | elbo: 39584.85378906251 | train_rmse: 1.7713 | val_rmse: 1.8169 | val_ll: -2.3179
[3:41:12.746304] epoch: 4400 | elbo: 39493.710546875 | train_rmse: 1.7469 | val_rmse: 1.7906 | val_ll: -2.317
[3:42:48.371968] epoch: 4450 | elbo: 39404.1202734375 | train_rmse: 1.7584 | val_rmse: 1.8088 | val_ll: -2.3173
[3:44:24.054109] epoch: 4500 | elbo: 39428.18542968751 | train_rmse: 1.7489 | val_rmse: 1.7969 | val_ll: -2.3135
[3:46:00.504088] epoch: 4550 | elbo: 39353.0321484375 | train_rmse: 1.761 | val_rmse: 1.8186 | val_ll: -2.3134
[3:47:36.181943] epoch: 4600 | elbo: 39305.83585937501 | train_rmse: 1.7396 | val_rmse: 1.7844 | val_ll: -2.3108
[3:49:12.517821] epoch: 4650 | elbo: 39214.546015625 | train_rmse: 1.7392 | val_rmse: 1.7769 | val_ll: -2.3096
[3:50:48.316417] epoch: 4700 | elbo: 39203.1166796875 | train_rmse: 1.7239 | val_rmse: 1.7687 | val_ll: -2.3104
[3:52:23.343626] epoch: 4750 | elbo: 39216.6308984375 | train_rmse: 1.738 | val_rmse: 1.7939 | val_ll: -2.3076
[3:53:57.416458] epoch: 4800 | elbo: 39157.37640625 | train_rmse: 1.7116 | val_rmse: 1.7578 | val_ll: -2.3075
[3:55:32.106165] epoch: 4850 | elbo: 39083.566289062495 | train_rmse: 1.7192 | val_rmse: 1.7587 | val_ll: -2.3052
[3:57:08.741610] epoch: 4900 | elbo: 39015.6195703125 | train_rmse: 1.6923 | val_rmse: 1.7426 | val_ll: -2.3049
[3:58:42.362808] epoch: 4950 | elbo: 38972.2756640625 | train_rmse: 1.6853 | val_rmse: 1.7132 | val_ll: -2.3061
[4:00:16.443125] epoch: 5000 | elbo: 38934.4887890625 | train_rmse: 1.6831 | val_rmse: 1.7345 | val_ll: -2.3021
[4:01:53.831023] epoch: 5050 | elbo: 38844.88734375 | train_rmse: 1.6768 | val_rmse: 1.7104 | val_ll: -2.3004
[4:03:28.149898] epoch: 5100 | elbo: 38793.3131640625 | train_rmse: 1.6651 | val_rmse: 1.7002 | val_ll: -2.2993
[4:05:02.458493] epoch: 5150 | elbo: 38749.598828125 | train_rmse: 1.6637 | val_rmse: 1.7074 | val_ll: -2.2975
[4:06:35.798597] epoch: 5200 | elbo: 38732.8194140625 | train_rmse: 1.6617 | val_rmse: 1.7049 | val_ll: -2.2964
[4:08:10.162230] epoch: 5250 | elbo: 38690.55046875 | train_rmse: 1.6461 | val_rmse: 1.6827 | val_ll: -2.2956
[4:09:43.734664] epoch: 5300 | elbo: 38688.23367187501 | train_rmse: 1.6416 | val_rmse: 1.6815 | val_ll: -2.2952
[4:11:17.326703] epoch: 5350 | elbo: 38584.03761718751 | train_rmse: 1.6509 | val_rmse: 1.681 | val_ll: -2.2917
[4:12:51.907369] epoch: 5400 | elbo: 38563.0678515625 | train_rmse: 1.6431 | val_rmse: 1.6813 | val_ll: -2.2926
[4:14:28.166735] epoch: 5450 | elbo: 38485.678945312495 | train_rmse: 1.6188 | val_rmse: 1.6486 | val_ll: -2.2942
[4:16:04.819208] epoch: 5500 | elbo: 38485.00890625 | train_rmse: 1.6241 | val_rmse: 1.6623 | val_ll: -2.2915
[4:17:41.936128] epoch: 5550 | elbo: 38439.788203125005 | train_rmse: 1.6093 | val_rmse: 1.6444 | val_ll: -2.2894
[4:19:16.313988] epoch: 5600 | elbo: 38375.43613281251 | train_rmse: 1.5711 | val_rmse: 1.6149 | val_ll: -2.2897
[4:20:52.655472] epoch: 5650 | elbo: 38401.217421875 | train_rmse: 1.577 | val_rmse: 1.6137 | val_ll: -2.2897
[4:22:29.379613] epoch: 5700 | elbo: 38353.667695312506 | train_rmse: 1.6215 | val_rmse: 1.6552 | val_ll: -2.2873
[4:24:05.896330] epoch: 5750 | elbo: 38318.8147265625 | train_rmse: 1.5849 | val_rmse: 1.6217 | val_ll: -2.2858
[4:25:41.712558] epoch: 5800 | elbo: 38296.406015625005 | train_rmse: 1.5802 | val_rmse: 1.6255 | val_ll: -2.2834
[4:27:17.495579] epoch: 5850 | elbo: 38191.85265625 | train_rmse: 1.5675 | val_rmse: 1.595 | val_ll: -2.2863
[4:28:53.697685] epoch: 5900 | elbo: 38226.60941406251 | train_rmse: 1.5593 | val_rmse: 1.5799 | val_ll: -2.2842
[4:30:27.931380] epoch: 5950 | elbo: 38144.889804687504 | train_rmse: 1.5566 | val_rmse: 1.5972 | val_ll: -2.2817
[4:32:02.845976] epoch: 6000 | elbo: 38131.899140625 | train_rmse: 1.5752 | val_rmse: 1.6004 | val_ll: -2.281
[4:33:37.501855] epoch: 6050 | elbo: 38046.588671875 | train_rmse: 1.5371 | val_rmse: 1.5671 | val_ll: -2.2826
[4:35:12.993207] epoch: 6100 | elbo: 38031.5589453125 | train_rmse: 1.5517 | val_rmse: 1.5913 | val_ll: -2.2805
[4:36:48.577562] epoch: 6150 | elbo: 37942.13660156251 | train_rmse: 1.5397 | val_rmse: 1.5826 | val_ll: -2.2791
[4:38:23.741077] epoch: 6200 | elbo: 38001.915390625 | train_rmse: 1.5571 | val_rmse: 1.5843 | val_ll: -2.2801
[4:39:58.140609] epoch: 6250 | elbo: 37903.26140625001 | train_rmse: 1.5527 | val_rmse: 1.5891 | val_ll: -2.277
[4:41:32.900397] epoch: 6300 | elbo: 37936.4271875 | train_rmse: 1.5456 | val_rmse: 1.5777 | val_ll: -2.2765
[4:43:09.065255] epoch: 6350 | elbo: 37853.738085937504 | train_rmse: 1.529 | val_rmse: 1.5594 | val_ll: -2.2754
[4:44:44.798621] epoch: 6400 | elbo: 37812.681328125 | train_rmse: 1.5322 | val_rmse: 1.5822 | val_ll: -2.2778
[4:46:21.006228] epoch: 6450 | elbo: 37777.919609375 | train_rmse: 1.5108 | val_rmse: 1.5478 | val_ll: -2.2752
[4:47:57.463205] epoch: 6500 | elbo: 37821.72144531249 | train_rmse: 1.5086 | val_rmse: 1.5474 | val_ll: -2.2757
[4:49:33.438182] epoch: 6550 | elbo: 37788.475000000006 | train_rmse: 1.5094 | val_rmse: 1.5603 | val_ll: -2.2744
[4:51:09.307776] epoch: 6600 | elbo: 37620.768828125 | train_rmse: 1.4942 | val_rmse: 1.5297 | val_ll: -2.2749
[4:52:45.577776] epoch: 6650 | elbo: 37651.718906250004 | train_rmse: 1.5398 | val_rmse: 1.5745 | val_ll: -2.2733
[4:54:21.671520] epoch: 6700 | elbo: 37660.578984375 | train_rmse: 1.4965 | val_rmse: 1.54 | val_ll: -2.2698
[4:55:58.470191] epoch: 6750 | elbo: 37623.503359375 | train_rmse: 1.4841 | val_rmse: 1.528 | val_ll: -2.2719
[4:57:33.360135] epoch: 6800 | elbo: 37596.10910156249 | train_rmse: 1.4759 | val_rmse: 1.5269 | val_ll: -2.272
[4:59:07.530911] epoch: 6850 | elbo: 37521.616796875 | train_rmse: 1.4758 | val_rmse: 1.5177 | val_ll: -2.2689
[5:00:41.975378] epoch: 6900 | elbo: 37487.464140624994 | train_rmse: 1.4554 | val_rmse: 1.5014 | val_ll: -2.2687
[5:02:17.404239] epoch: 6950 | elbo: 37459.329296875 | train_rmse: 1.4848 | val_rmse: 1.5264 | val_ll: -2.2669
[5:03:52.984424] epoch: 7000 | elbo: 37478.61 | train_rmse: 1.4548 | val_rmse: 1.5066 | val_ll: -2.2663
[5:05:29.642855] epoch: 7050 | elbo: 37407.6700390625 | train_rmse: 1.4431 | val_rmse: 1.4894 | val_ll: -2.2683
[5:07:05.274411] epoch: 7100 | elbo: 37429.002265625 | train_rmse: 1.4878 | val_rmse: 1.5141 | val_ll: -2.2665
[5:08:41.115216] epoch: 7150 | elbo: 37334.731953125 | train_rmse: 1.4529 | val_rmse: 1.4897 | val_ll: -2.2626
[5:10:15.778018] epoch: 7200 | elbo: 37278.615039062504 | train_rmse: 1.4535 | val_rmse: 1.5062 | val_ll: -2.2658
[5:11:50.819421] epoch: 7250 | elbo: 37272.710351562506 | train_rmse: 1.4375 | val_rmse: 1.4813 | val_ll: -2.2635
[5:13:26.114776] epoch: 7300 | elbo: 37255.49285156249 | train_rmse: 1.4276 | val_rmse: 1.467 | val_ll: -2.2661
[5:15:00.905108] epoch: 7350 | elbo: 37241.6215625 | train_rmse: 1.4323 | val_rmse: 1.4741 | val_ll: -2.2614
[5:16:35.699871] epoch: 7400 | elbo: 37166.03390625 | train_rmse: 1.4221 | val_rmse: 1.4726 | val_ll: -2.261
[5:18:10.987702] epoch: 7450 | elbo: 37129.1234765625 | train_rmse: 1.4222 | val_rmse: 1.4725 | val_ll: -2.2623
[5:19:45.188488] epoch: 7500 | elbo: 37128.8523046875 | train_rmse: 1.4258 | val_rmse: 1.4714 | val_ll: -2.2597
[5:21:20.222196] epoch: 7550 | elbo: 37060.06859375 | train_rmse: 1.419 | val_rmse: 1.4689 | val_ll: -2.2588
[5:22:55.290378] epoch: 7600 | elbo: 37035.8976171875 | train_rmse: 1.4258 | val_rmse: 1.4684 | val_ll: -2.2587
[5:24:29.456867] epoch: 7650 | elbo: 37057.745624999996 | train_rmse: 1.4105 | val_rmse: 1.4492 | val_ll: -2.2606
[5:26:04.712585] epoch: 7700 | elbo: 37010.468046875 | train_rmse: 1.4021 | val_rmse: 1.4539 | val_ll: -2.2559
[5:27:39.560533] epoch: 7750 | elbo: 36977.531328125 | train_rmse: 1.413 | val_rmse: 1.4666 | val_ll: -2.2565
[5:29:14.366728] epoch: 7800 | elbo: 36931.76789062501 | train_rmse: 1.39 | val_rmse: 1.4427 | val_ll: -2.2543
[5:30:49.126764] epoch: 7850 | elbo: 36834.656132812495 | train_rmse: 1.3665 | val_rmse: 1.4137 | val_ll: -2.2542
[5:32:26.383710] epoch: 7900 | elbo: 36895.4681640625 | train_rmse: 1.3744 | val_rmse: 1.4246 | val_ll: -2.2546
[5:34:03.215017] epoch: 7950 | elbo: 36816.734843750004 | train_rmse: 1.3952 | val_rmse: 1.4482 | val_ll: -2.254
[5:35:38.038146] epoch: 8000 | elbo: 36798.06050781249 | train_rmse: 1.3568 | val_rmse: 1.4137 | val_ll: -2.2541
[5:37:14.369450] epoch: 8050 | elbo: 36753.399375 | train_rmse: 1.3621 | val_rmse: 1.4074 | val_ll: -2.2525
[5:38:49.475311] epoch: 8100 | elbo: 36798.541640625 | train_rmse: 1.3631 | val_rmse: 1.4152 | val_ll: -2.2531
[5:40:25.965257] epoch: 8150 | elbo: 36747.408359375 | train_rmse: 1.3759 | val_rmse: 1.4282 | val_ll: -2.2493
[5:42:01.180830] epoch: 8200 | elbo: 36692.82496093749 | train_rmse: 1.3367 | val_rmse: 1.3945 | val_ll: -2.2512
[5:43:37.027740] epoch: 8250 | elbo: 36699.41761718751 | train_rmse: 1.3546 | val_rmse: 1.4093 | val_ll: -2.2508
[5:45:14.557386] epoch: 8300 | elbo: 36693.188203125006 | train_rmse: 1.3537 | val_rmse: 1.4056 | val_ll: -2.2495
[5:46:50.969926] epoch: 8350 | elbo: 36657.15726562501 | train_rmse: 1.3356 | val_rmse: 1.3853 | val_ll: -2.2485
[5:48:26.615693] epoch: 8400 | elbo: 36659.2717578125 | train_rmse: 1.3485 | val_rmse: 1.401 | val_ll: -2.246
[5:50:01.779841] epoch: 8450 | elbo: 36595.003046875 | train_rmse: 1.3558 | val_rmse: 1.4006 | val_ll: -2.2497
[5:51:37.605779] epoch: 8500 | elbo: 36586.61687499999 | train_rmse: 1.347 | val_rmse: 1.3928 | val_ll: -2.249
[5:53:13.669721] epoch: 8550 | elbo: 36606.8276171875 | train_rmse: 1.3632 | val_rmse: 1.4135 | val_ll: -2.2464
[5:54:47.837685] epoch: 8600 | elbo: 36550.91742187499 | train_rmse: 1.3625 | val_rmse: 1.4244 | val_ll: -2.2481
[5:56:23.030026] epoch: 8650 | elbo: 36592.60875 | train_rmse: 1.3101 | val_rmse: 1.3634 | val_ll: -2.2457
[5:57:58.407754] epoch: 8700 | elbo: 36535.1359375 | train_rmse: 1.328 | val_rmse: 1.3929 | val_ll: -2.2464
[5:59:33.166954] epoch: 8750 | elbo: 36513.4026953125 | train_rmse: 1.311 | val_rmse: 1.3513 | val_ll: -2.2459
[6:01:07.783027] epoch: 8800 | elbo: 36523.9615625 | train_rmse: 1.3278 | val_rmse: 1.3767 | val_ll: -2.2472
[6:02:43.411984] epoch: 8850 | elbo: 36461.64757812499 | train_rmse: 1.3171 | val_rmse: 1.3596 | val_ll: -2.2436
[6:04:17.966848] epoch: 8900 | elbo: 36431.334609375 | train_rmse: 1.3257 | val_rmse: 1.3676 | val_ll: -2.2445
[6:05:52.815237] epoch: 8950 | elbo: 36450.41410156251 | train_rmse: 1.3253 | val_rmse: 1.3699 | val_ll: -2.2426
[6:07:27.953593] epoch: 9000 | elbo: 36474.12296875 | train_rmse: 1.2978 | val_rmse: 1.342 | val_ll: -2.2427
[6:09:01.800008] epoch: 9050 | elbo: 36448.6575 | train_rmse: 1.3179 | val_rmse: 1.3642 | val_ll: -2.2431
[6:10:36.779880] epoch: 9100 | elbo: 36425.8144921875 | train_rmse: 1.3077 | val_rmse: 1.3434 | val_ll: -2.2454
[6:12:10.570451] epoch: 9150 | elbo: 36394.5051953125 | train_rmse: 1.3014 | val_rmse: 1.3517 | val_ll: -2.2429
[6:13:44.263017] epoch: 9200 | elbo: 36425.27703125 | train_rmse: 1.2779 | val_rmse: 1.3281 | val_ll: -2.2427
[6:15:19.407089] epoch: 9250 | elbo: 36405.278203124995 | train_rmse: 1.2934 | val_rmse: 1.3491 | val_ll: -2.2414
[6:16:55.639416] epoch: 9300 | elbo: 36368.996796875006 | train_rmse: 1.2833 | val_rmse: 1.3368 | val_ll: -2.2424
[6:18:31.737683] epoch: 9350 | elbo: 36363.3066015625 | train_rmse: 1.2992 | val_rmse: 1.3609 | val_ll: -2.2419
[6:20:08.773686] epoch: 9400 | elbo: 36355.333398437506 | train_rmse: 1.3085 | val_rmse: 1.3652 | val_ll: -2.2405
[6:21:45.948527] epoch: 9450 | elbo: 36373.730078125 | train_rmse: 1.2994 | val_rmse: 1.344 | val_ll: -2.24
[6:23:22.256542] epoch: 9500 | elbo: 36346.989453125 | train_rmse: 1.3045 | val_rmse: 1.357 | val_ll: -2.2409
[6:24:59.789366] epoch: 9550 | elbo: 36324.488789062496 | train_rmse: 1.2695 | val_rmse: 1.312 | val_ll: -2.2396
